,Field1,Chronicle_Name,Alternative_Names,Category,Comments,Recogito_Names,URI,ID,Lat,Lon,Total_Instances,Year,Value,Province.Theme,Start,End
38473,38473,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5885,1,EUROPA,5796,5992
38501,38501,Eleutheropolis,NA,NA,NA,Beth Govrin/Eleutheropolis,http://pleiades.stoa.org/places/687854,687854,31.607738,34.894124,3,5885,2,PALAESTINA,5796,5992
38533,38533,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5885,1,PALAESTINA,5796,5992
38638,38638,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5885,4,TUSCIA ET UMBRIA,5796,5992
38825,38825,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5886,2,EUROPA,5796,5992
38940,38940,Milan,NA,NA,NA,Mediolan(i)um,http://pleiades.stoa.org/places/383706,383706,45.4637,9.1881,4,5886,1,"AEMILIA ET
LIGURIA",5796,5992
38990,38990,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5886,1,TUSCIA ET UMBRIA,5796,5992
39694,39694,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5888,1,TUSCIA ET UMBRIA,5796,5992
40140,40140,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5890,2,"AEGYPTUS
IOVIA",5796,5992
40160,40160,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5890,1,SYRIA COELE,5796,5992
40233,40233,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5890,1,EUROPA,5796,5992
40293,40293,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5890,1,PALAESTINA,5796,5992
40398,40398,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5890,1,TUSCIA ET UMBRIA,5796,5992
40492,40492,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5891,1,"AEGYPTUS
IOVIA",5796,5992
40585,40585,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5891,1,EUROPA,5796,5992
40844,40844,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5892,1,"AEGYPTUS
IOVIA",5796,5992
40864,40864,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5892,2,SYRIA COELE,5796,5992
40937,40937,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5892,3,EUROPA,5796,5992
41289,41289,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5893,1,EUROPA,5796,5992
41628,41628,Chalcedon,NA,NA,NA,Chalcedon,http://pleiades.stoa.org/places/520988,520988,40.983393,29.025789,74,5894,1,BITHYNIA,5796,5992
41701,41701,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5894,1,PALAESTINA,5796,5992
41935,41935,Arkadioupolis,NA,NA,NA,Berg(o)ule/Arkadioupolis,http://pleiades.stoa.org/places/511185,511185,41.41621,27.36121,3,5895,1,EUROPA,5796,5992
41980,41980,Chalcedon,NA,NA,NA,Chalcedon,http://pleiades.stoa.org/places/520988,520988,40.983393,29.025789,74,5895,1,BITHYNIA,5796,5992
41993,41993,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5895,2,EUROPA,5796,5992
42113,42113,Mopsuestia,NA,NA,NA,"Theatre, Misis - Mopsuestia",http://dare.ht.lu.se/places/24775,24775,36.95744543,35.62395842,6,5895,1,CILICIA,5796,5992
42156,42156,Ravenna,NA,NA,NA,"Battistero Neoniano, Ravenna",http://dare.ht.lu.se/places/42595,42595,44.415556,12.197222,10,5895,1,"AEMILIA ET
LIGURIA",5796,5992
42158,42158,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5895,4,TUSCIA ET UMBRIA,5796,5992
42252,42252,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5896,1,"AEGYPTUS
IOVIA",5796,5992
42272,42272,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5896,1,SYRIA COELE,5796,5992
42345,42345,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5896,1,EUROPA,5796,5992
42381,42381,Gabala,NA,NA,NA,Gabala,http://pleiades.stoa.org/places/668250,668250,35.36171,35.92429,1,5896,1,SYRIA COELE,5796,5992
42405,42405,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5896,1,PALAESTINA,5796,5992
42510,42510,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5896,1,TUSCIA ET UMBRIA,5796,5992
42613,42613,Anaplous on Bosphorus,NA,NA,NA,Anaplous?/Promotou?,http://pleiades.stoa.org/places/520958,520958,41.067883,29.043018,3,5897,1,EUROPA,5796,5992
42697,42697,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5897,1,EUROPA,5796,5992
42852,42852,Prainetos,NA,NA,NA,Prainetos,http://pleiades.stoa.org/places/511372,511372,40.689761,29.618865,2,5897,1,BITHYNIA,5796,5992
42911,42911,The Oak/Rufinianae (near Chalcedon),NA,NA,"JT: ODB: ""Rouphinianai"". Further this could be a little research project for the future. See Janin, Grands Centres p. 36. It's a PALACE, note. J. B. Bury called it ""Jadi Bostan"" (https://books.google.de/books?id=vL-wBgAAQBAJ&pg=PA133&lpg=PA133&dq=rufinianae+palace&source=bl&ots=4gphTKJeAj&sig=ACfU3U29mtKkWDO7vfOFkxzum8FZyS8ctg&hl=en&sa=X&ved=2ahUKEwiviZif8KTiAhXQJFAKHTgBCUwQ6AEwC3oECAkQAQ#v=onepage&q=rufinianae%20palace&f=false)",Rouphinianai/Drys,https://pleiades.stoa.org/places/521141,521141,40.964583,29.068587,1,5897,1,BITHYNIA,5796,5992
42976,42976,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5898,1,SYRIA COELE,5796,5992
43049,43049,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5898,3,EUROPA,5796,5992
43126,43126,Komana,NA,NA,Comana Pontica chosen over Cappadocian Comana (Mango p. 122: site is location of relics of John Chrysostom),Comana Pontica/Hierocaesarea,https://pleiades.stoa.org/places/857095,857095,40.3754499,36.61952005,2,5898,1,DIOSPONTUS,5796,5992
43131,43131,Koukousos,NA,NA,NA,Kokousos,http://pleiades.stoa.org/places/629013,629013,38.031581,36.4983445,3,5898,1,CAPPADOCIA,5796,5992
43200,43200,Pityous/Pityoussa,NA,NA,NA,Pityous,http://pleiades.stoa.org/places/857283,857283,43.16017,40.33182,2,5898,1,NA,NA,NA
43214,43214,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5898,1,TUSCIA ET UMBRIA,5796,5992
43401,43401,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5899,3,EUROPA,5796,5992
43916,43916,Ravenna,NA,NA,NA,"Battistero Neoniano, Ravenna",http://dare.ht.lu.se/places/42595,42595,44.415556,12.197222,10,5900,1,"AEMILIA ET
LIGURIA",5796,5992
43918,43918,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5900,1,TUSCIA ET UMBRIA,5796,5992
44012,44012,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5901,1,"AEGYPTUS
IOVIA",5796,5992
44032,44032,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5901,1,SYRIA COELE,5796,5992
44105,44105,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5901,1,EUROPA,5796,5992
44165,44165,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5901,1,PALAESTINA,5796,5992
44270,44270,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5901,1,TUSCIA ET UMBRIA,5796,5992
44457,44457,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5902,1,EUROPA,5796,5992
44974,44974,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5903,1,TUSCIA ET UMBRIA,5796,5992
45326,45326,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5904,1,TUSCIA ET UMBRIA,5796,5992
45420,45420,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5905,2,"AEGYPTUS
IOVIA",5796,5992
45678,45678,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5905,1,TUSCIA ET UMBRIA,5796,5992
45772,45772,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5906,1,"AEGYPTUS
IOVIA",5796,5992
45792,45792,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5906,1,SYRIA COELE,5796,5992
45865,45865,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5906,1,EUROPA,5796,5992
45869,45869,Ctesiphon,NA,NA,NA,Ctesiphon,http://pleiades.stoa.org/places/893976,893976,33.093582,44.580717,13,5906,3,NA,NA,NA
45925,45925,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5906,1,PALAESTINA,5796,5992
46030,46030,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5906,1,TUSCIA ET UMBRIA,5796,5992
46124,46124,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5907,1,"AEGYPTUS
IOVIA",5796,5992
46277,46277,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5907,1,PALAESTINA,5796,5992
46476,46476,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5908,1,"AEGYPTUS
IOVIA",5796,5992
46628,46628,Immon,NA,NA,NA,En Rimmon,http://pleiades.stoa.org/places/687895,687895,31.394373,34.859426,1,5908,1,PALAESTINA,5796,5992
47685,47685,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5911,1,PALAESTINA,5796,5992
47788,47788,Ravenna,NA,NA,NA,"Battistero Neoniano, Ravenna",http://dare.ht.lu.se/places/42595,42595,44.415556,12.197222,10,5911,1,"AEMILIA ET
LIGURIA",5796,5992
47884,47884,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5912,1,"AEGYPTUS
IOVIA",5796,5992
47904,47904,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5912,1,SYRIA COELE,5796,5992
47977,47977,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5912,1,EUROPA,5796,5992
48037,48037,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5912,1,PALAESTINA,5796,5992
48140,48140,Ravenna,NA,NA,NA,"Battistero Neoniano, Ravenna",http://dare.ht.lu.se/places/42595,42595,44.415556,12.197222,10,5912,1,"AEMILIA ET
LIGURIA",5796,5992
48142,48142,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5912,1,TUSCIA ET UMBRIA,5796,5992
48494,48494,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5913,1,TUSCIA ET UMBRIA,5796,5992
48588,48588,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5914,1,"AEGYPTUS
IOVIA",5796,5992
49033,49033,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5915,1,EUROPA,5796,5992
49061,49061,Eleutheropolis,NA,NA,NA,Beth Govrin/Eleutheropolis,http://pleiades.stoa.org/places/687854,687854,31.607738,34.894124,3,5915,1,PALAESTINA,5796,5992
49196,49196,Ravenna,NA,NA,NA,"Battistero Neoniano, Ravenna",http://dare.ht.lu.se/places/42595,42595,44.415556,12.197222,10,5915,2,"AEMILIA ET
LIGURIA",5796,5992
49198,49198,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5915,2,TUSCIA ET UMBRIA,5796,5992
49292,49292,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5916,1,"AEGYPTUS
IOVIA",5796,5992
49312,49312,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5916,1,SYRIA COELE,5796,5992
49550,49550,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5916,1,TUSCIA ET UMBRIA,5796,5992
49644,49644,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5917,1,"AEGYPTUS
IOVIA",5796,5992
49664,49664,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5917,1,SYRIA COELE,5796,5992
49737,49737,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5917,1,EUROPA,5796,5992
49797,49797,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5917,1,PALAESTINA,5796,5992
49902,49902,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5917,1,TUSCIA ET UMBRIA,5796,5992
50348,50348,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5919,1,"AEGYPTUS
IOVIA",5796,5992
50368,50368,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5919,1,SYRIA COELE,5796,5992
50441,50441,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5919,1,EUROPA,5796,5992
50501,50501,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5919,1,PALAESTINA,5796,5992
50506,50506,Kapargamala,NA,NA,"In Palestine: aka """"Caphargamala"""" (Beit Jamal). See Mango p. 135",Beit Jimal,https://geohack.toolforge.org/geohack.php?pagename=Beit_Jimal&params=31_43_30_N_34_58_35_E_type:city_region:IL,NA,31.725,34.976389,1,5919,1,PALAESTINA,5796,5992
50606,50606,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5919,1,TUSCIA ET UMBRIA,5796,5992
50780,50780,Chalcedon,NA,NA,NA,Chalcedon,http://pleiades.stoa.org/places/520988,520988,40.983393,29.025789,74,5920,2,BITHYNIA,5796,5992
50853,50853,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5920,1,PALAESTINA,5796,5992
51145,51145,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5921,3,EUROPA,5796,5992
51231,51231,Kyzikos,NA,NA,NA,Cyzicus,http://pleiades.stoa.org/places/511218,511218,40.389806,27.874127,25,5921,2,HELLESPONTUS,5796,5992
51684,51684,Side,NA,NA,NA,Side,http://pleiades.stoa.org/places/639105,639105,36.768137,31.390552,1,5922,1,"LYCIA ET
PAMPHYLIA",5796,5992
51756,51756,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5923,1,"AEGYPTUS
IOVIA",5796,5992
51776,51776,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5923,2,SYRIA COELE,5796,5992
51849,51849,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5923,3,EUROPA,5796,5992
51871,51871,Dorylaion,NA,NA,NA,Dorylaion,http://pleiades.stoa.org/places/609367,609367,39.783301,30.517247,6,5923,1,PHRYGIA II,5796,5992
51880,51880,Ephesos,NA,NA,NA,Ephesus/Arsinoe(ia),http://pleiades.stoa.org/places/599612,599612,37.941944,27.339722,18,5923,1,ASIA,5796,5992
51909,51909,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5923,1,PALAESTINA,5796,5992
52014,52014,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5923,1,TUSCIA ET UMBRIA,5796,5992
52108,52108,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5924,2,"AEGYPTUS
IOVIA",5796,5992
52128,52128,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5924,1,SYRIA COELE,5796,5992
52232,52232,Ephesos,NA,NA,NA,Ephesus/Arsinoe(ia),http://pleiades.stoa.org/places/599612,599612,37.941944,27.339722,18,5924,2,ASIA,5796,5992
52261,52261,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5924,1,PALAESTINA,5796,5992
52366,52366,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5924,2,TUSCIA ET UMBRIA,5796,5992
52480,52480,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5925,6,SYRIA COELE,5796,5992
52553,52553,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5925,3,EUROPA,5796,5992
52584,52584,Ephesos,NA,NA,NA,Ephesus/Arsinoe(ia),http://pleiades.stoa.org/places/599612,599612,37.941944,27.339722,18,5925,3,ASIA,5796,5992
52679,52679,Nicaea,NA,NA,NA,Helikore/Nicaea,http://dare.ht.lu.se/places/21212,21212,40.426679,29.715443,28,5925,1,BITHYNIA,5796,5992
52718,52718,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5925,1,TUSCIA ET UMBRIA,5796,5992
52768,52768,The Oasis of Kargeh,NA,NA,"NK: I am not sure which point it is, but several viable option appear in Egypt (where the point should be) if you search ""kharga oasis"". How should I figure out which one is most correct?|Going with Oasis Magna in the Thebaid.",Oasis Magna/Thebaidos,http://pleiades.stoa.org/places/776210,776210,25.59675476,30.73046278,5,5925,2,NA,NA,NA
52812,52812,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5926,1,"AEGYPTUS
IOVIA",5796,5992
52832,52832,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5926,1,SYRIA COELE,5796,5992
52905,52905,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5926,2,EUROPA,5796,5992
52965,52965,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5926,3,PALAESTINA,5796,5992
53070,53070,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5926,3,TUSCIA ET UMBRIA,5796,5992
53317,53317,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5927,1,PALAESTINA,5796,5992
53422,53422,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5927,1,TUSCIA ET UMBRIA,5796,5992
53516,53516,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5928,1,"AEGYPTUS
IOVIA",5796,5992
53609,53609,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5928,1,EUROPA,5796,5992
54313,54313,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5930,4,EUROPA,5796,5992
54390,54390,Komana,NA,NA,Comana Pontica chosen over Cappadocian Comana (Mango p. 122: site is location of relics of John Chrysostom),Comana Pontica/Hierocaesarea,https://pleiades.stoa.org/places/857095,857095,40.3754499,36.61952005,2,5930,1,DIOSPONTUS,5796,5992
54572,54572,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,5931,1,"AEGYPTUS
IOVIA",5796,5992
54592,54592,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,5931,1,SYRIA COELE,5796,5992
54665,54665,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,5931,1,EUROPA,5796,5992
54670,54670,Cyrene,NA,NA,NA,Cyrene,http://pleiades.stoa.org/places/373778,373778,32.818736,21.856169,1,5931,1,LIBYA SUPERIOR,5796,5992
54725,54725,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,5931,1,PALAESTINA,5796,5992
54830,54830,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,5931,5,TUSCIA ET UMBRIA,5796,5992
54859,54859,Singidunum,NA,NA,NA,Singidunum,http://pleiades.stoa.org/places/207443,207443,44.8236,20.4503,1,5931,1,"MOESIA
SUPERIOR",5796,5992
54861,54861,Sirmium/Sermium,NA,NA,NA,"Circus, Sremska Mitrovica",http://pleiades.stoa.org/places/207447,207447,44.96775,19.61028,3,5931,1,"PANNONIA
INFERIOR",5796,5992
54896,54896,Tripolis (Africa),NA,NA,NA,Tripoli,http://sws.geonames.org/2210247,2210247,32.87519,13.18746,9,5931,1,TRIPOLITANA,5796,5992
